gene	merged_name	type	start	end	strand	UTR length on 5' end	UTR length on 3' end	UTR length before start	UTR length after end
BSGatlas-gene-25	serS	CDS	20880	22157	+	56	48	56	48
BSGatlas-gene-250	adaA	CDS	203729	204364	+	122	0	122	0
BSGatlas-gene-2504	yozP	CDS	2246151	2246480	-	38	878	878	38
BSGatlas-gene-2507	yomK	CDS	2247889	2248335	+	28	0	28	0
BSGatlas-gene-2508	yomJ	CDS	2248417	2249100	+	27	0	27	0
BSGatlas-gene-2519	bdbB	CDS	2265225	2265671	-	0	906	906	0
BSGatlas-gene-2522	sunT	CDS	2267346	2269463	-	57	0	0	57
BSGatlas-gene-2523	sunA	CDS	2269521	2269691	-	64	57	57	64
BSGatlas-gene-2524	sunI	CDS	2269988	2270305	-	43	0	0	43
BSGatlas-gene-2526	yolD	CDS	2271650	2271982	-	29	0	0	29
BSGatlas-gene-2527	yolC	CDS	2272156	2272491	+	50	45	50	45
BSGatlas-gene-2529	yolA	CDS	2272896	2273363	-	42	0	0	42
BSGatlas-gene-2531	bsrG	CDS	2273594	2273710	+	0	18	0	18
BSGatlas-gene-2534	yokL	CDS	2273989	2274522	-	35	0	0	35
BSGatlas-gene-2535	yokK	CDS	2274558	2275136	-	63	35	35	63
BSGatlas-gene-2536	yokJ	CDS	2275200	2275697	-	0	63	63	0
BSGatlas-gene-2537	yokI	CDS	2275706	2277421	-	43	0	0	43
BSGatlas-gene-254	ybcC	CDS	206941	209556	+	0	76	0	76
BSGatlas-gene-2541	yokG	CDS	2278602	2279675	-	55	0	0	55
BSGatlas-gene-2542	nukF	CDS	2279977	2280867	+	59	0	59	0
BSGatlas-gene-2544	aacD	CDS	2281667	2282485	+	167	73	167	73
BSGatlas-gene-255	ybcF	CDS	209633	210160	+	76	63	76	63
BSGatlas-gene-2550	yokB	CDS	2283858	2284568	-	46	0	0	46
BSGatlas-gene-2551	sprA	CDS	2284771	2286408	+	59	39	59	39
BSGatlas-gene-2552	spsMc	putative-coding	2286448	2287053	+	39	48	39	48
BSGatlas-gene-2553	msrB	CDS	2287097	2287528	-	0	56	56	0
BSGatlas-gene-2554	msrA	CDS	2287529	2288062	-	49	0	0	49
BSGatlas-gene-2555	ypoP	CDS	2288194	2288619	+	112	1298	112	1298
BSGatlas-gene-2557	ypmT	CDS	2290078	2290272	-	0	41	41	0
BSGatlas-gene-2559	ypmR	CDS	2290858	2291625	-	77	0	0	77
BSGatlas-gene-256	ybcH	CDS	210224	210514	+	63	57	63	57
BSGatlas-gene-2561	ypmP	CDS	2292432	2292683	-	85	75	75	85
BSGatlas-gene-2562	ilvA	CDS	2292769	2294037	-	54	85	85	54
BSGatlas-gene-2563	silP	CDS	2294286	2295281	+	40	20	40	20
BSGatlas-gene-2564	yplQ	CDS	2295302	2295943	+	20	1136	20	1136
BSGatlas-gene-2565	ypkP	CDS	2295982	2296602	-	0	41	41	0
BSGatlas-gene-2567	thyB	CDS	2297106	2297900	-	83	0	0	83
BSGatlas-gene-2568	ypjQ	CDS	2297984	2298517	-	17	83	83	17
BSGatlas-gene-2569	ypjP	CDS	2298535	2299146	-	52	17	17	52
BSGatlas-gene-257	ybcI	CDS	210572	210946	+	57	0	57	0
BSGatlas-gene-2571	rsmJ	CDS	2299406	2300179	-	41	30	30	41
BSGatlas-gene-2572	brxA	CDS	2300221	2300655	-	41	41	41	41
BSGatlas-gene-2573	ilvD	CDS	2300762	2302438	-	192	115	115	192
BSGatlas-gene-2574	ypgR	CDS	2302727	2303860	-	59	43	43	59
BSGatlas-gene-2575	hdhQ	CDS	2303920	2304537	-	0	59	59	0
BSGatlas-gene-2576	bsaA	CDS	2304553	2305035	-	150	0	0	150
BSGatlas-gene-2577	metAA	CDS	2305378	2306283	+	118	230	118	230
BSGatlas-gene-2578	ugtP	CDS	2306514	2307662	+	230	19	230	19
BSGatlas-gene-258	ybzH	CDS	211429	211731	+	16	16	16	16
BSGatlas-gene-2582	cspD	CDS	2307905	2308105	+	92	38	92	38
BSGatlas-gene-2583	degR	CDS	2308157	2308339	-	98	39	39	98
BSGatlas-gene-2585	ypeQ	CDS	2308792	2308974	-	0	40	40	0
BSGatlas-gene-2586	ypeP	CDS	2308967	2309647	-	528	0	0	528
BSGatlas-gene-2587	queP	CDS	2309730	2310419	+	44	0	44	0
BSGatlas-gene-2590	exnP	CDS	2310995	2311885	-	30	134	134	30
BSGatlas-gene-2591	ypzF	CDS	2311986	2312132	-	74	54	54	74
BSGatlas-gene-2592	ypbS	CDS	2312207	2312464	-	64	74	74	64
BSGatlas-gene-2593	dynA	CDS	2312529	2316110	-	73	64	64	73
BSGatlas-gene-2597	bpsA	CDS	2316956	2318053	-	22	0	0	22
BSGatlas-gene-2598	pbuX	CDS	2318127	2319443	-	0	32	32	0
BSGatlas-gene-2599	xpt	CDS	2319440	2320024	-	187	0	0	187
BSGatlas-gene-2601	ypwA	CDS	2320355	2321860	-	43	0	0	43
BSGatlas-gene-2602	kdgT	CDS	2321972	2322964	-	44	49	49	44
BSGatlas-gene-2603	kdgA	CDS	2323009	2323599	-	0	44	44	0
BSGatlas-gene-2604	kdgK	CDS	2323601	2324575	-	37	0	0	37
BSGatlas-gene-2605	kdgR	CDS	2324613	2325632	-	51	37	37	51
BSGatlas-gene-2606	kduI	CDS	2325854	2326681	+	81	0	81	0
BSGatlas-gene-2608	ypvA	CDS	2327488	2329413	-	36	45	45	36
BSGatlas-gene-2609	yptA	CDS	2329515	2329706	-	29	0	0	29
BSGatlas-gene-261	skfA	CDS	213941	214108	+	54	66	54	66
BSGatlas-gene-2610	ypzG	CDS	2329870	2330022	+	68	33	68	33
BSGatlas-gene-2611	rlmKB	CDS	2330075	2331232	-	87	0	0	87
BSGatlas-gene-2613	gpsB	CDS	2331779	2332075	-	36	58	58	36
BSGatlas-gene-2615	cotD	CDS	2332784	2333011	-	83	83	83	83
BSGatlas-gene-2617	yprB	CDS	2333324	2334565	-	0	100	100	0
BSGatlas-gene-2618	yprA	CDS	2334581	2336830	-	33	0	0	33
BSGatlas-gene-2619	ypqE	CDS	2336933	2337439	-	62	0	0	62
BSGatlas-gene-262	skfB	CDS	214175	215407	+	66	0	66	0
BSGatlas-gene-2620	ypqA	CDS	2337577	2337996	+	20	185	20	185
BSGatlas-gene-2621	yppG	CDS	2338017	2338394	-	50	0	0	50
BSGatlas-gene-2622	yppF	CDS	2338582	2338770	+	191	52	191	52
BSGatlas-gene-2623	yppE	CDS	2338809	2339180	-	45	0	0	45
BSGatlas-gene-2624	yppD	CDS	2339226	2339471	-	32	45	45	32
BSGatlas-gene-2626	yppC	CDS	2339799	2340761	-	458	0	0	458
BSGatlas-gene-2627	recU	CDS	2340802	2341422	+	853	21	853	21
BSGatlas-gene-2628	ponA	CDS	2341444	2344188	+	21	47	21	47
BSGatlas-gene-2629	ypoC	CDS	2344264	2344758	-	0	429	429	0
BSGatlas-gene-263	skfC	CDS	215404	216894	+	0	18	0	18
BSGatlas-gene-2630	nth	CDS	2344755	2345414	-	18	0	0	18
BSGatlas-gene-2631	dnaD	CDS	2345433	2346131	-	92	18	18	92
BSGatlas-gene-2632	asnS	CDS	2346224	2347516	-	63	92	92	63
BSGatlas-gene-2633	aspB	CDS	2347660	2348841	-	22	19	19	22
BSGatlas-gene-2634	tseB	CDS	2348864	2349349	-	0	22	22	0
BSGatlas-gene-2635	ypmA	CDS	2349358	2349528	-	1283	0	0	1283
BSGatlas-gene-264	skfE	CDS	216913	217632	+	593	64	593	64
BSGatlas-gene-2640	panB	CDS	2353839	2354672	-	209	0	0	209
BSGatlas-gene-2648	ypjD	CDS	2360155	2360490	-	105	0	0	105
BSGatlas-gene-2649	ypjC	CDS	2360630	2361502	+	45	0	45	0
BSGatlas-gene-265	skfF	CDS	217697	219040	+	64	46	64	46
BSGatlas-gene-2650	ypjB	CDS	2361544	2362338	-	23	41	41	23
BSGatlas-gene-2652	qcrC	CDS	2363111	2363878	-	34	79	79	34
BSGatlas-gene-2653	qcrB	CDS	2363913	2364587	-	0	34	34	0
BSGatlas-gene-2654	qcrA	CDS	2364589	2365092	-	69	0	0	69
BSGatlas-gene-2656	ypiB	CDS	2365736	2366275	-	71	0	0	71
BSGatlas-gene-2657	ypiA	CDS	2366347	2367618	-	288	71	71	288
BSGatlas-gene-2658	aroA	CDS	2367954	2369240	-	0	31	31	0
BSGatlas-gene-2659	tyrA	CDS	2369251	2370366	-	48	0	0	48
BSGatlas-gene-266	skfG	CDS	219087	219602	+	46	0	46	0
BSGatlas-gene-2660	hisC	CDS	2370415	2371497	-	0	48	48	0
BSGatlas-gene-2662	trpB	CDS	2372304	2373506	-	252	0	0	252
BSGatlas-gene-2663	trpF	CDS	2373487	2374134	-	42	0	0	42
BSGatlas-gene-2664	trpC	CDS	2374139	2374888	-	0	185	185	0
BSGatlas-gene-2666	trpE	CDS	2375869	2377416	-	204	0	0	204
BSGatlas-gene-267	skfH	CDS	219607	220032	+	0	88	0	88
BSGatlas-gene-2670	aroF	CDS	2379100	2380272	-	74	0	0	74
BSGatlas-gene-2671	cheR	CDS	2380347	2381117	-	44	74	74	44
BSGatlas-gene-2672	ndk	CDS	2381354	2381803	-	115	142	142	115
BSGatlas-gene-2673	hepT	CDS	2381919	2382965	-	0	115	115	0
BSGatlas-gene-2675	hepS	CDS	2383615	2384370	-	87	0	0	87
BSGatlas-gene-2676	mtrB	CDS	2384534	2384761	-	21	63	63	21
BSGatlas-gene-2677	folEA	CDS	2384783	2385355	-	40	21	21	40
BSGatlas-gene-2678	hbs	CDS	2385543	2385821	-	214	92	92	214
BSGatlas-gene-2679	spoIVA	CDS	2386195	2387673	-	153	251	251	153
BSGatlas-gene-2680	yphF	CDS	2387854	2388588	-	21	0	0	21
BSGatlas-gene-2681	yphE	CDS	2388610	2388813	-	58	21	21	58
BSGatlas-gene-2683	gpsA	CDS	2389151	2390188	-	17	0	0	17
BSGatlas-gene-2684	der	CDS	2390206	2391516	-	153	17	17	153
BSGatlas-gene-2685	ypzH	CDS	2391670	2391864	-	0	153	153	0
BSGatlas-gene-2687	yphA	CDS	2392751	2393350	-	31	0	0	31
BSGatlas-gene-2688	ypzI	CDS	2393428	2393559	+	189	1550	189	1550
BSGatlas-gene-2690	rpfA	CDS	2394664	2395812	-	232	161	161	232
BSGatlas-gene-2691	cmk	CDS	2396045	2396719	-	78	232	232	78
BSGatlas-gene-2692	ypfB	CDS	2396798	2396974	-	44	78	78	44
BSGatlas-gene-2693	dgrA	CDS	2397019	2397672	-	44	44	44	44
BSGatlas-gene-2694	sleC	CDS	2397765	2399117	-	34	42	42	34
BSGatlas-gene-2695	sleB	CDS	2399152	2400069	-	35	34	34	35
BSGatlas-gene-2696	prsW	CDS	2400208	2400864	-	41	0	0	41
BSGatlas-gene-2699	gudB	CDS	2402067	2403350	-	47	65	65	47
BSGatlas-gene-27	dck	CDS	22496	23149	-	0	34	34	0
BSGatlas-gene-270	ybdK	CDS	221950	222912	+	90	0	90	0
BSGatlas-gene-2700	mecB	CDS	2403506	2404090	-	83	21	21	83
BSGatlas-gene-2701	ypbG	CDS	2404249	2405028	-	38	0	0	38
BSGatlas-gene-2707	gmmB	CDS	2408405	2409463	-	65	0	0	65
BSGatlas-gene-2708	fer	CDS	2409729	2409977	+	957	0	957	0
BSGatlas-gene-2709	fmnP	CDS	2410017	2410589	-	315	0	0	315
BSGatlas-gene-271	ybzI	CDS	222971	223234	+	27	0	27	0
BSGatlas-gene-2711	ypzE	CDS	2410695	2410859	-	45	0	0	45
BSGatlas-gene-2712	serA	CDS	2411086	2412663	+	54	907	54	907
BSGatlas-gene-2713	aroC	CDS	2412706	2413473	-	41	49	49	41
BSGatlas-gene-2714	rsiX	CDS	2413585	2414691	-	0	35	35	0
BSGatlas-gene-2715	sigX	CDS	2414627	2415211	-	52	0	0	52
BSGatlas-gene-2717	resE	CDS	2415415	2417184	-	0	79	79	0
BSGatlas-gene-2718	resD	CDS	2417181	2417903	-	80	0	0	80
BSGatlas-gene-2719	resC	CDS	2417984	2419159	-	19	80	80	19
BSGatlas-gene-272	ybdM	CDS	223219	223989	-	193	0	0	193
BSGatlas-gene-2720	resB	CDS	2419179	2420807	-	0	19	19	0
BSGatlas-gene-2721	resA	CDS	2420804	2421343	-	94	0	0	94
BSGatlas-gene-2722	rluB	CDS	2421438	2422172	-	102	94	94	102
BSGatlas-gene-2723	spmB	CDS	2422264	2422800	-	0	24	24	0
BSGatlas-gene-2725	dacB	CDS	2423383	2424531	-	28	0	0	28
BSGatlas-gene-2726	ypuI	CDS	2424654	2425193	-	54	43	43	54
BSGatlas-gene-2727	spcB	CDS	2425248	2425841	-	0	54	54	0
BSGatlas-gene-2728	scpA	CDS	2425831	2426586	-	62	0	0	62
BSGatlas-gene-2729	ypuF	CDS	2426867	2427391	+	407	33	407	33
BSGatlas-gene-273	ybdN	CDS	224075	224932	-	39	0	0	39
BSGatlas-gene-2730	ypzK	CDS	2427405	2427779	-	112	40	40	112
BSGatlas-gene-2731	ribH	CDS	2427892	2428356	-	32	112	112	32
BSGatlas-gene-2732	ribBA	CDS	2428389	2429585	-	0	32	32	0
BSGatlas-gene-2734	ribD	CDS	2430258	2431343	-	295	0	0	295
BSGatlas-gene-2736	ypuD	CDS	2431737	2432081	-	158	47	47	158
BSGatlas-gene-2738	sipS	CDS	2432316	2432870	-	445	43	43	445
BSGatlas-gene-274	ybdO	CDS	225064	226248	+	42	42	42	42
BSGatlas-gene-2740	ypzJ	CDS	2433316	2433522	-	96	445	445	96
BSGatlas-gene-2746	ypzD	CDS	2435012	2435224	+	43	17	43	17
BSGatlas-gene-2747	ppiB	CDS	2435360	2435791	-	88	51	51	88
BSGatlas-gene-2748	ypuA	CDS	2436045	2436917	+	99	24	99	24
BSGatlas-gene-2749	lysA	CDS	2436947	2438266	-	105	0	0	105
BSGatlas-gene-275	ybxG	CDS	226566	227954	+	131	46	131	46
BSGatlas-gene-2750	spoVAF	CDS	2438372	2439853	-	0	105	105	0
BSGatlas-gene-2756	spoVAA	CDS	2442684	2443304	-	28	0	0	28
BSGatlas-gene-2757	sigF	CDS	2443429	2444196	-	0	34	34	0
BSGatlas-gene-2759	spoIIAA	CDS	2444645	2444998	-	95	0	0	95
BSGatlas-gene-276	csgA	CDS	228066	228314	+	46	16	46	16
BSGatlas-gene-2760	dacF	CDS	2445094	2446263	-	26	95	95	26
BSGatlas-gene-2761	pupG	CDS	2446418	2447233	-	0	70	70	0
BSGatlas-gene-2762	deoB	CDS	2447246	2448430	-	54	0	0	54
BSGatlas-gene-2764	yqzK	CDS	2449489	2449716	-	44	0	0	44
BSGatlas-gene-2765	fur	CDS	2449841	2450290	-	28	54	54	28
BSGatlas-gene-2766	spoIIM	CDS	2450403	2451047	-	37	0	0	37
BSGatlas-gene-2768	mleA	CDS	2451463	2452782	-	17	16	16	17
BSGatlas-gene-2769	mleN	CDS	2452800	2454206	-	140	17	17	140
BSGatlas-gene-277	ybxH	CDS	228331	228522	+	16	36	16	36
BSGatlas-gene-2770	ansB	CDS	2454347	2455774	-	44	140	140	44
BSGatlas-gene-2771	ansA	CDS	2455819	2456808	-	68	44	44	68
BSGatlas-gene-2772	ansR	CDS	2456990	2457340	+	40	183	40	183
BSGatlas-gene-2773	yqxK	CDS	2457349	2458512	-	0	117	117	0
BSGatlas-gene-2774	nudF	CDS	2458509	2459066	-	57	0	0	57
BSGatlas-gene-2775	mciZ	CDS	2459141	2459263	+	35	62	35	62
BSGatlas-gene-2776	yqkF	CDS	2459326	2460246	+	62	46	62	46
BSGatlas-gene-2777	yqkE	CDS	2460278	2460502	-	31	39	39	31
BSGatlas-gene-2778	yqkD	CDS	2460664	2461581	+	55	40	55	40
BSGatlas-gene-2779	yqkC	CDS	2461621	2461860	-	81	51	51	81
BSGatlas-gene-278	ybxI	CDS	228549	229352	-	31	320	320	31
BSGatlas-gene-2780	yqkB	CDS	2461873	2462196	-	32	0	0	32
BSGatlas-gene-2783	yqjY	CDS	2463571	2464041	-	185	0	0	185
BSGatlas-gene-2784	yqjX	CDS	2464227	2464565	-	0	185	185	0
BSGatlas-gene-2785	polYB	CDS	2464562	2465800	-	35	0	0	35
BSGatlas-gene-2786	yqzH	CDS	2465966	2466172	+	1232	0	1232	0
BSGatlas-gene-2787	yqjV	CDS	2466721	2467953	+	33	0	33	0
BSGatlas-gene-279	cypC	CDS	229525	230778	+	33	49	33	49
BSGatlas-gene-2790	yqjT	CDS	2468159	2468545	-	0	213	213	0
BSGatlas-gene-2791	coaA	CDS	2468549	2469508	-	71	0	0	71
BSGatlas-gene-2792	dsdA	CDS	2469580	2470926	-	75	71	71	75
BSGatlas-gene-2793	yqjQ	CDS	2471002	2471781	-	0	75	75	0
BSGatlas-gene-2794	yqjP	CDS	2471787	2472746	-	42	0	0	42
BSGatlas-gene-2796	proI	CDS	2473151	2473987	+	270	52	270	52
BSGatlas-gene-2797	yqjN	CDS	2474028	2475671	-	62	41	41	62
BSGatlas-gene-2798	yqjM	CDS	2475843	2476859	+	142	49	142	49
BSGatlas-gene-2799	yqjL	CDS	2476969	2477730	+	36	53	36	53
BSGatlas-gene-28	dgk	CDS	23146	23769	-	60	0	0	60
BSGatlas-gene-280	ybyB	CDS	230819	231079	-	40	48	48	40
BSGatlas-gene-2801	rpmGCc	putative-coding	2477777	2477899	-	0	52	52	0
BSGatlas-gene-2802	rpmGCn	putative-coding	2477892	2477924	-	80	0	0	80
BSGatlas-gene-2803	rnz	CDS	2478006	2478929	-	40	80	80	40
BSGatlas-gene-2804	zwf	CDS	2479156	2480625	+	67	43	67	43
BSGatlas-gene-2805	gndA	CDS	2480750	2482159	-	109	52	52	109
BSGatlas-gene-2806	polYA	CDS	2482269	2483513	-	278	109	109	278
BSGatlas-gene-2807	mifM	CDS	2483586	2483873	+	32	30	32	30
BSGatlas-gene-2808	oxaAB	CDS	2483904	2484731	+	30	47	30	47
BSGatlas-gene-2809	yqjF	CDS	2484911	2485639	+	34	0	34	0
BSGatlas-gene-281	ybeC	CDS	231348	232967	+	61	52	61	52
BSGatlas-gene-2812	yqjC	CDS	2488329	2488751	-	201	0	0	201
BSGatlas-gene-2814	yqjB	CDS	2488953	2489483	-	25	201	201	25
BSGatlas-gene-2817	artQ	CDS	2491289	2491948	-	80	0	0	80
BSGatlas-gene-2818	artP	CDS	2492029	2492796	-	66	80	80	66
BSGatlas-gene-2819	brxB	CDS	2493064	2493501	-	46	49	49	46
BSGatlas-gene-282	glpQA	CDS	233014	233895	-	98	48	48	98
BSGatlas-gene-2820	bmrU	CDS	2493662	2494555	+	28	100	28	100
BSGatlas-gene-2821	bmr	CDS	2494656	2495825	+	100	72	100	72
BSGatlas-gene-2822	bmrR	CDS	2495898	2496734	+	72	66	72	66
BSGatlas-gene-2823	bkdB	CDS	2496796	2498070	-	22	64	64	22
BSGatlas-gene-2824	bkdAB	CDS	2498093	2499076	-	0	22	22	0
BSGatlas-gene-2825	bkdAA	CDS	2499090	2500082	-	21	0	0	21
BSGatlas-gene-2826	lpdV	CDS	2500104	2501528	-	20	21	21	20
BSGatlas-gene-2827	buk	CDS	2501549	2502640	-	18	20	20	18
BSGatlas-gene-2828	bcd	CDS	2502659	2503753	-	0	18	18	0
BSGatlas-gene-2829	ptb	CDS	2503765	2504664	-	29	0	0	29
BSGatlas-gene-283	glpT	CDS	233994	235328	-	156	98	98	156
BSGatlas-gene-2830	bkdR	CDS	2504789	2506867	-	78	0	0	78
BSGatlas-gene-2831	yqzF	CDS	2507020	2507256	+	39	44	39	44
BSGatlas-gene-2832	mmgF	CDS	2507298	2508203	-	331	47	47	331
BSGatlas-gene-2833	mmgE	CDS	2508221	2509639	-	0	17	17	0
BSGatlas-gene-2834	mmgD	CDS	2509654	2510772	-	33	0	0	33
BSGatlas-gene-2835	mmgC	CDS	2510806	2511945	-	27	33	33	27
BSGatlas-gene-2836	mmgB	CDS	2511973	2512836	-	24	27	27	24
BSGatlas-gene-2837	mmgA	CDS	2512861	2514042	-	51	24	24	51
BSGatlas-gene-2838	glpQ	CDS	2514169	2514900	-	78	570	570	78
BSGatlas-gene-2839	yqiI	CDS	2514979	2515599	-	0	78	78	0
BSGatlas-gene-2840	yqiH	CDS	2515614	2515907	-	26	0	0	26
BSGatlas-gene-2842	yqiG	CDS	2516440	2517558	+	33	48	33	48
BSGatlas-gene-2844	spo0A	CDS	2518023	2518826	-	205	88	88	205
BSGatlas-gene-2845	spoIVB	CDS	2519102	2520382	-	57	35	35	57
BSGatlas-gene-2846	recN	CDS	2520557	2522287	-	36	35	35	36
BSGatlas-gene-2847	argR	CDS	2522324	2522773	-	97	36	36	97
BSGatlas-gene-2848	yqxC	CDS	2522871	2523716	-	0	97	97	0
BSGatlas-gene-2849	dxs	CDS	2523713	2525614	-	130	0	0	130
BSGatlas-gene-2856	nusB	CDS	2529267	2529662	-	63	0	0	63
BSGatlas-gene-2857	yqhY	CDS	2529926	2530333	-	20	50	50	20
BSGatlas-gene-2858	accC	CDS	2530354	2531706	-	0	20	20	0
BSGatlas-gene-2859	accB	CDS	2531718	2532197	-	71	0	0	71
BSGatlas-gene-2860	spoIIIAH	CDS	2532353	2533009	-	0	50	50	0
BSGatlas-gene-2863	spoIIIAE	CDS	2534326	2535525	-	18	0	0	18
BSGatlas-gene-2864	spoIIIAD	CDS	2535544	2535945	-	0	18	18	0
BSGatlas-gene-2865	spoIIIAC	CDS	2535952	2536158	-	22	0	0	22
BSGatlas-gene-2866	spoIIIAB	CDS	2536181	2536696	-	0	22	22	0
BSGatlas-gene-2867	spoIIIAA	CDS	2536690	2537613	-	75	0	0	75
BSGatlas-gene-2868	yqhV	CDS	2537689	2537970	-	44	75	75	44
BSGatlas-gene-2869	efp	CDS	2538115	2538672	-	24	0	0	24
BSGatlas-gene-287	ybfA	CDS	235965	236882	+	91	0	91	0
BSGatlas-gene-2870	papA	CDS	2538697	2539758	-	0	24	24	0
BSGatlas-gene-2871	yqhS	CDS	2539755	2540201	-	86	0	0	86
BSGatlas-gene-2872	yqhR	CDS	2540288	2540824	-	23	86	86	23
BSGatlas-gene-2873	yqhQ	CDS	2541051	2542007	+	139	39	139	39
BSGatlas-gene-2874	yqhP	CDS	2542047	2542442	+	39	76	39	76
BSGatlas-gene-2875	yqhO	CDS	2542439	2543314	-	45	0	0	45
BSGatlas-gene-2876	mntR	CDS	2543440	2543868	-	99	0	0	99
BSGatlas-gene-2877	lipM	CDS	2543968	2544804	-	36	99	99	36
BSGatlas-gene-2878	yqhL	CDS	2544995	2545375	+	92	0	92	0
BSGatlas-gene-2879	gcvPB	CDS	2545410	2546876	-	0	44	44	0
BSGatlas-gene-2880	gcvPA	CDS	2546869	2548215	-	29	0	0	29
BSGatlas-gene-2881	gcvT	CDS	2548245	2549333	-	345	29	29	345
BSGatlas-gene-2883	yqhH	CDS	2549775	2551448	+	141	20	141	20
BSGatlas-gene-2884	yqhG	CDS	2551469	2552263	+	20	0	20	0
BSGatlas-gene-2885	sinI	CDS	2552446	2552619	+	123	33	123	33
BSGatlas-gene-2886	sinR	CDS	2552653	2552988	+	33	93	33	93
BSGatlas-gene-2887	tasA	CDS	2553081	2553866	-	63	117	117	63
BSGatlas-gene-2888	sipW	CDS	2553930	2554502	-	0	63	63	0
BSGatlas-gene-2889	tapA	CDS	2554486	2555247	-	61	0	0	61
BSGatlas-gene-2890	yqzG	CDS	2555519	2555845	+	44	39	44	39
BSGatlas-gene-2891	spoIIT	CDS	2555887	2556066	-	70	245	245	70
BSGatlas-gene-2892	comGG	CDS	2556137	2556511	-	0	70	70	0
BSGatlas-gene-2893	comGF	CDS	2556512	2556895	-	25	0	0	25
BSGatlas-gene-2894	comGE	CDS	2556921	2557268	-	0	25	25	0
BSGatlas-gene-2897	comGB	CDS	2557983	2558954	-	52	0	0	52
BSGatlas-gene-2898	comGA	CDS	2559007	2560077	-	20	52	52	20
BSGatlas-gene-2899	yqxL	CDS	2560489	2561442	-	46	253	253	46
BSGatlas-gene-29	sleL	CDS	23868	25151	-	69	28	28	69
BSGatlas-gene-290	ybfEn	putative-coding	238354	238476	-	167	0	0	167
BSGatlas-gene-2900	yqhB	CDS	2561585	2562913	+	22	1009	22	1009
BSGatlas-gene-2903	mgsR	CDS	2564026	2564406	-	30	49	49	30
BSGatlas-gene-2904	yqgY	CDS	2564638	2564883	+	116	0	116	0
BSGatlas-gene-2905	yqgX	CDS	2564923	2565558	-	134	0	0	134
BSGatlas-gene-2906	yqgW	CDS	2565715	2565888	+	45	1134	45	1134
BSGatlas-gene-2908	yqgU	CDS	2566237	2567298	-	61	0	0	61
BSGatlas-gene-2909	yqgT	CDS	2567360	2568490	-	41	61	61	41
BSGatlas-gene-291	ybfF	CDS	238644	239555	-	88	167	167	88
BSGatlas-gene-2910	ltaSC	CDS	2568573	2570489	-	116	0	0	116
BSGatlas-gene-2912	glcK	CDS	2570606	2571571	-	0	116	116	0
BSGatlas-gene-2913	yqgQ	CDS	2571582	2571797	-	109	0	0	109
BSGatlas-gene-2914	glpG	CDS	2571907	2573430	-	89	109	109	89
BSGatlas-gene-2915	yqgO	CDS	2573520	2573693	-	29	89	89	29
BSGatlas-gene-2917	rpmGA	CDS	2574408	2574557	-	83	0	0	83
BSGatlas-gene-2918	yqgM	CDS	2574641	2575720	-	0	83	83	0
BSGatlas-gene-2919	yqgL	CDS	2575717	2576187	-	49	0	0	49
BSGatlas-gene-292	ybfG	CDS	239644	241842	-	48	88	88	48
BSGatlas-gene-2920	yqzD	CDS	2576367	2576720	+	212	0	212	0
BSGatlas-gene-2921	yqzC	CDS	2576717	2577181	+	0	24	0	24
BSGatlas-gene-2922	pstBB	CDS	2577210	2577992	-	0	39	39	0
BSGatlas-gene-2923	pstBA	CDS	2578003	2578812	-	20	0	0	20
BSGatlas-gene-2924	pstA	CDS	2578833	2579717	-	0	20	20	0
BSGatlas-gene-2925	pstC	CDS	2579717	2580646	-	68	0	0	68
BSGatlas-gene-2926	pstS	CDS	2580715	2581617	-	907	68	68	907
BSGatlas-gene-2927	pbpA	CDS	2581771	2583921	-	56	0	0	56
BSGatlas-gene-2928	yqgE	CDS	2584035	2585327	-	35	0	0	35
BSGatlas-gene-2929	sodA	CDS	2585434	2586042	-	178	0	0	178
BSGatlas-gene-2930	yqgC	CDS	2586221	2586703	-	294	178	178	294
BSGatlas-gene-2931	yqgB	CDS	2586813	2587580	+	34	411	34	411
BSGatlas-gene-2932	yqgA	CDS	2587996	2588424	-	47	40	40	47
BSGatlas-gene-2933	yqfZ	CDS	2588701	2589000	+	259	122	259	122
BSGatlas-gene-2934	ispG	CDS	2589123	2590256	+	122	32	122	32
BSGatlas-gene-2935	yqfX	CDS	2590282	2590671	-	36	0	0	36
BSGatlas-gene-2936	yqfW	CDS	2590804	2591385	+	40	685	40	685
BSGatlas-gene-2937	zur	CDS	2591428	2591865	-	137	19	19	137
BSGatlas-gene-2938	yqfU	CDS	2592003	2592884	-	396	137	137	396
BSGatlas-gene-2939	yqfT	CDS	2593000	2593254	+	84	867	84	867
BSGatlas-gene-294	ybfI	CDS	242834	243661	-	35	0	0	35
BSGatlas-gene-2940	nfo	CDS	2593281	2594174	-	56	396	396	56
BSGatlas-gene-2941	cshB	CDS	2594184	2595500	-	48	0	0	48
BSGatlas-gene-2942	yqfQ	CDS	2595669	2596412	+	45	122	45	122
BSGatlas-gene-2943	ispH	CDS	2596535	2597479	+	122	0	122	0
BSGatlas-gene-2945	trmK	CDS	2598616	2599266	-	110	0	0	110
BSGatlas-gene-2946	cccA	CDS	2599523	2599885	-	163	0	0	163
BSGatlas-gene-2948	sigA	CDS	2600214	2601329	-	198	46	46	198
BSGatlas-gene-2949	dnaG	CDS	2601528	2603339	-	33	198	198	33
